,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,204.71167901913682,18.55831357115366,167.72,58.72,29.76,10.8,50,360,500,0.1,0.032
seed_1,200.28769819274083,18.56851399116993,177.76,62.68,28.64,9.36,50,360,500,0.1,0.032
seed_2,214.1131782713045,18.664340762597476,162.28,53.96,25.0,7.88,50,360,500,0.1,0.032
seed_3,191.59779977224545,18.602109282017963,185.28,65.32,29.24,10.28,50,360,500,0.1,0.032
seed_4,207.27659965246522,18.403805983969978,173.88,59.44,27.12,9.64,50,360,500,0.1,0.032
seed_5,210.07495957167674,18.31346503171155,171.12,61.56,26.68,8.6,50,360,500,0.1,0.032
seed_6,206.02547629459215,18.416275855493595,169.08,62.64,31.24,10.84,50,360,500,0.1,0.032
seed_7,209.296559845701,18.651180024470868,164.84,55.84,24.2,7.44,50,360,500,0.1,0.032
seed_8,202.2036584944898,18.399321116238582,173.04,55.2,24.76,7.44,50,360,500,0.1,0.032
seed_9,214.09380050588138,18.338639837585475,159.0,56.4,25.32,8.24,50,360,500,0.1,0.032
seed_10,203.3128318701127,18.292395152727675,167.28,61.32,29.24,9.32,50,360,500,0.1,0.032
seed_11,204.55324322234807,18.773165536374993,171.32,58.88,26.52,8.24,50,360,500,0.1,0.032
seed_12,195.50057662456467,18.340640175497683,166.8,57.28,26.2,9.76,50,360,500,0.1,0.032
seed_13,216.2879048745065,18.624072475608646,176.6,58.68,27.56,8.96,50,360,500,0.1,0.032
seed_14,209.86492365280807,18.40940173684284,167.68,58.68,26.96,8.64,50,360,500,0.1,0.032
seed_15,208.8140272173976,18.556038461362213,181.6,64.36,30.84,9.76,50,360,500,0.1,0.032
seed_16,213.59419239230488,18.533403302048974,161.24,55.36,26.04,9.12,50,360,500,0.1,0.032
seed_17,192.74867341297642,18.387226636417886,179.24,65.2,28.84,8.68,50,360,500,0.1,0.032
seed_18,201.2095331171518,18.585121655407228,197.44,75.4,36.76,12.56,50,360,500,0.1,0.032
seed_19,196.95227291071453,18.39660513236136,178.12,60.76,28.72,10.72,50,360,500,0.1,0.032
