,accel,time,half,quarter,one_eighth,collision,agent,viewing_angle,step,dynamic_percent,simple_avoid_vec
seed_0,169.87745027368976,18.7862713766756,157.48,46.48,22.04,7.4,50,360,500,0.6,0.036000000000000004
seed_1,177.41994097967975,18.933081275666417,171.44,53.24,23.48,7.2,50,360,500,0.6,0.036000000000000004
seed_2,181.90692936491007,18.91378486299346,170.24,52.6,22.32,6.8,50,360,500,0.6,0.036000000000000004
seed_3,164.7049159131012,18.97637418617023,185.32,52.04,22.88,6.88,50,360,500,0.6,0.036000000000000004
seed_4,172.25997018101688,19.168485552916586,171.12,48.6,20.8,6.48,50,360,500,0.6,0.036000000000000004
seed_5,182.44316529330473,19.039073941675817,158.64,52.04,22.48,6.44,50,360,500,0.6,0.036000000000000004
seed_6,170.01207848856572,18.536382462525104,163.48,53.28,23.8,6.6,50,360,500,0.6,0.036000000000000004
seed_7,189.03520731977372,18.996196855192558,166.76,51.92,20.8,5.76,50,360,500,0.6,0.036000000000000004
seed_8,183.16120638311833,18.942680650258527,174.32,51.6,22.8,6.68,50,360,500,0.6,0.036000000000000004
seed_9,174.73713548379513,18.674101389650502,165.96,49.32,20.64,6.6,50,360,500,0.6,0.036000000000000004
seed_10,174.80466290326422,18.518660326587337,156.8,46.48,21.6,6.32,50,360,500,0.6,0.036000000000000004
seed_11,170.3740496461752,18.98695931590658,164.16,46.36,19.08,6.12,50,360,500,0.6,0.036000000000000004
seed_12,164.64444596099773,18.71745188800032,167.56,52.56,22.04,6.44,50,360,500,0.6,0.036000000000000004
seed_13,186.48375130247584,18.85748340100102,173.8,55.56,23.68,7.56,50,360,500,0.6,0.036000000000000004
seed_14,179.44292730628692,18.572097191399408,161.12,49.08,21.8,7.0,50,360,500,0.6,0.036000000000000004
seed_15,174.90032227983522,18.97964280887666,188.16,58.72,24.36,6.88,50,360,500,0.6,0.036000000000000004
seed_16,177.3499501014177,19.49571587471778,172.32,53.8,24.56,6.92,50,360,500,0.6,0.036000000000000004
seed_17,169.71862058760146,18.678229885863853,173.84,50.76,21.0,7.0,50,360,500,0.6,0.036000000000000004
seed_18,173.23138230808763,18.853302710027197,186.84,61.08,27.4,7.84,50,360,500,0.6,0.036000000000000004
seed_19,179.20544744488328,18.84446561144677,168.12,49.0,19.52,6.4,50,360,500,0.6,0.036000000000000004
