,time,half,quarter,one_eigth,collision,agent,viewing_angle,num_steps,dynamic_percent,simple_avoid_vec,sum_goal_count,exe_time_second,exe_time_min
seed_0,18.41174041909745,10.24,2.8,1.76,0.08,25,360,100,1.0,0.06,23,22.935,0.382
